,I+,I+,I+,I+,I+,I+,I+,I+,I+,I+,I+,I+,I+,I+,I-,I-,I-,I-,I-,I-,I-,I-,I-,I-,I-,I-,I-,I-,A,A,A,A,A,A,A,A,A,A,A,A,A,A,R,R,R,R,R,R,R,R,R,R,R,R,R,R
2013-08-27,0.763400003002832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.763400003002832,0.0,5.8770652885987795,0.0,0.0,0.0,0.0,0.0,0.0,0.763400003002832,0.0,0.0,0.9055852994563472,0.0,7.546050591057958,0.0,0.9621666690455961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7847227128157974,1.7468893818613935,0.23659999699716838,1.1607680423556246,0.0,0.0,0.0,0.0,0.0,0.0,0.23659999699716838,0.0,0.0,0.09441470054365282,0.21527728718420283,1.943660024077817
2013-08-28,0.7592054974918274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7592054974918274,0.0,5.844773721079006,1.0,0.0,0.0,0.0,0.0,0.0,0.7592054974918274,0.0,0.0,0.9006095560527411,0.0,8.504588774623574,0.0,0.956880038995895,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7804110495585678,2.737291088554463,0.24079450250817294,1.198346239925099,0.0,0.0,0.0,0.0,0.0,0.0,0.24079450250817294,0.0,0.0,0.09939044394725913,0.21958895044143248,1.9989146393301367
2013-08-29,0.7550340387143998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7550340387143998,0.0,5.8126595797543965,0.9945054945054945,0.0,0.0,0.0,0.0,0.0,0.7550340387143998,0.0,0.0,0.8956611518986052,0.0,8.457860264872895,0.0,0.9516224563640495,0.0,0.0,0.0,0.9945054945054945,0.0,0.0,0.0,0.0,0.0,0.0,0.7761230767587954,2.7222510276283396,0.24496596128560055,1.2357179638815545,0.005494505494505495,0.0,0.0,0.005494505494505495,0.0,0.0,0.24496596128560055,0.0,0.0,0.10433884810139507,0.22387692324120484,2.0648546687843665
2013-08-30,0.7508855000401449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7508855000401449,0.0,5.780721889755746,0.9890411786016182,0.0,0.0,0.0,0.0,0.0,0.7508855000401449,0.0,0.0,0.8907399367782832,0.0,8.411388505175792,0.0,0.9463937615488625,0.0,0.0,0.0,0.9890411786016182,0.0,0.0,0.0,0.0,0.0,0.0,0.7718586642491317,2.7072936043996125,0.2491144999598555,1.2728843486953922,0.010958821398381838,0.0,0.0,0.010958821398381838,0.0,0.0,0.2491144999598555,0.0,0.0,0.10926006322171708,0.22814133575086856,2.1304323903844526
2013-08-31,0.7467597555344297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7467597555344297,0.0,5.748959681570274,0.9836068864114994,0.0,0.0,0.0,0.0,0.0,0.7467597555344297,0.0,0.0,0.8858457613014794,0.0,8.365172084817683,0.0,0.9411937958260665,0.0,0.0,0.0,0.9836068864114994,0.0,0.0,0.0,0.0,0.0,0.0,0.7676176825774331,2.692418364814999,0.2532402444655706,1.3098465226036593,0.01639311358850062,0.0,0.0,0.01639311358850062,0.0,0.0,0.2532402444655706,0.0,0.0,0.11415423869852083,0.2323823174225671,2.1956497948328897
2013-09-01,0.7426566799545702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7426566799545702,0.0,5.717371991012196,0.978202452969678,0.0,0.0,0.0,0.0,0.0,0.7426566799545702,0.0,0.0,0.880978476898724,0.0,8.319209600835169,0.0,0.9360224013435057,0.0,0.0,0.0,0.978202452969678,0.0,0.0,0.0,0.0,0.0,0.0,0.763400003002832,2.6776248573160157,0.2573433200454301,1.3466056076442987,0.021797547030322044,0.0,0.0,0.021797547030322044,0.0,0.0,0.2573433200454301,0.0,0.0,0.11902152310127621,0.23659999699716838,2.2605088618942473
2013-09-02,0.7385761487460286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7385761487460286,0.0,5.685957859193447,0.9728277142170974,0.0,0.0,0.0,0.0,0.0,0.7385761487460286,0.0,0.0,0.876137935816863,0.0,8.273499657973437,0.0,0.9308794211163436,0.0,0.0,0.0,0.9728277142170974,0.0,0.0,0.0,0.0,0.0,0.0,0.7592054974918274,2.662912632825268,0.26142385125397166,1.3831627196902092,0.02717228578290269,0.0,0.0,0.02717228578290269,0.0,0.0,0.26142385125397166,0.0,0.0,0.12386206418313733,0.24079450250817294,2.3250115604552684
2013-09-03,0.7345180380386329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7345180380386329,0.0,7.654716332494583,0.9674825069961243,0.0,0.0,0.0,0.0,0.0,0.7345180380386329,0.0,0.0,0.8713239911145725,0.0,10.228040868643912,0.0,1.9257646990222979,0.0,0.0,0.0,0.9674825069961243,0.0,0.0,0.0,0.0,0.0,0.0,0.7550340387143998,3.648281244732822,0.2654819619613674,1.4195189684831202,0.032517493003875755,0.0,0.0,0.032517493003875755,0.0,0.0,0.2654819619613674,0.0,0.0,0.1286760088854278,0.24496596128560055,2.3891598485846353
2013-09-04,0.7304822246428162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7304822246428162,1.0,7.612657451546811,0.9621666690455961,0.0,0.0,0.0,0.0,0.0,0.7304822246428162,0.0,0.0,0.866536496657899,0.0,11.171842841893122,0.0,1.915183574302395,0.0,0.0,0.0,0.9621666690455961,0.0,0.0,0.0,0.0,0.0,0.0,0.7508855000401449,3.628235743388136,0.2695177753571841,1.4721589741507954,0.03783333095440391,0.0,0.0,0.03783333095440391,0.0,0.0,0.2695177753571841,0.0,0.0,0.13346350334210128,0.2491144999598555,2.469439190075928
2013-09-05,0.7264685860458776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7264685860458776,0.9945054945054945,8.5708296633515,1.956880038995895,0.0,0.0,0.0,0.0,0.0,0.7264685860458776,0.0,0.0,0.8617753071158227,0.0,13.110459090014588,0.0,1.904660587630404,0.0,0.0,0.0,0.956880038995895,0.0,0.0,0.0,0.0,0.0,0.0,0.7467597555344297,3.6083003821607287,0.2790259194486281,1.5245097490180988,0.043119961004104986,0.0,0.0,0.043119961004104986,0.0,0.0,0.2735314139541226,0.0,0.0,0.13822469288417763,0.2532402444655706,2.5547719417788084
2013-09-06,0.7224770004082629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7224770004082629,0.9890411786016182,9.523737192673744,1.9461279508695437,0.0,0.0,0.0,0.0,0.0,0.7224770004082629,0.0,0.0,0.8570402779558457,0.0,14.038423600509017,0.0,2.8941954195665005,0.0,0.0,0.0,0.9516224563640495,0.0,0.0,0.0,0.0,0.0,0.0,0.7426566799545702,4.588474555885121,0.28848182099011915,1.5820673877597577,0.053872049130456054,0.0,0.0,0.048377543635950565,0.0,0.0,0.2775229995917373,0.0,0.0,0.1429597220441547,0.2573433200454301,2.6506248431976056
2013-09-07,0.7185073465598659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7185073465598659,0.9836068864114994,11.471408966340372,1.9354349401504802,0.0,0.0,0.0,0.0,0.0,0.7185073465598659,0.0,0.0,0.8523312654396048,0.0,15.961289404901821,0.0,3.8782932469315194,0.0,0.0,0.0,0.9463937615488625,0.0,0.0,0.0,0.0,0.0,0.0,0.7385761487460286,5.563263157226411,0.29788576702863495,1.6502977867281108,0.06456505984951948,0.0,0.0,0.05360623845113765,0.0,0.0,0.28149265344013435,0.0,0.0,0.14766873456039561,0.26142385125397166,2.7569400913119044
2013-09-08,0.7145595039963502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7145595039963502,0.978202452969678,12.408379246745094,1.9248006822375654,0.0,0.0,0.0,0.0,0.0,0.7145595039963502,0.0,0.0,0.8476481266185081,0.0,16.873590012567195,0.0,5.856983943376951,0.0,0.0,0.0,0.9411937958260665,0.0,0.0,0.0,0.0,0.0,0.0,0.7345180380386329,7.532695777241651,0.3072380430339721,1.7346368098779563,0.0751993177624342,0.0,0.0,0.0588062041739336,0.0,0.0,0.2854404960036501,0.0,0.0,0.15235187338149234,0.2654819619613674,2.879154706194806
2013-09-09,0.710633352875491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.710633352875491,0.9728277142170974,13.340201338795945,1.9142248543131832,0.0,0.0,0.0,0.0,0.0,0.710633352875491,0.0,0.0,0.8429907193293954,0.0,17.780877979531112,0.0,5.824802712918836,0.0,0.0,0.0,0.9360224013435057,0.0,0.0,0.0,0.0,0.0,0.0,0.7304822246428162,7.491307338905157,0.31653893290741186,1.8349959482852203,0.08577514568681643,0.0,0.0,0.0639775986564944,0.0,0.0,0.2893666471245092,0.0,0.0,0.15700928067060502,0.2695177753571841,3.0171813286882414
2013-09-10,0.7067287740135377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7067287740135377,0.9674825069961243,15.26690352924212,1.9037071353334407,0.0,0.0,0.0,0.0,0.0,0.7067287740135377,0.0,0.0,0.8383589021902229,0.0,19.683180847775446,0.0,6.792798302408293,0.0,1.0,0.0,0.9308794211163436,0.0,0.0,0.0,0.0,0.0,0.0,0.7264685860458776,9.450146309570515,0.3257887189903381,1.9402981683495872,0.0962928646665592,0.0,0.0,0.06912057888365651,0.0,0.0,0.29327122598646244,0.0,0.0,0.1616410978097775,0.2735314139541226,3.159944068640504
2013-09-11,0.7028456488815953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7028456488815953,0.9621666690455961,15.183019443916614,1.8932472060184218,0.0,0.0,0.0,0.0,0.0,0.7028456488815953,0.0,0.0,0.833752534595771,0.0,19.575031502458,0.0,6.755475234812643,0.0,0.9945054945054945,0.0,0.9257646990222977,0.0,0.0,0.0,0.0,0.0,0.0,0.7224770004082629,9.398222428748698,0.33498768207280877,2.0615053212707437,0.10675279398157811,0.005494505494505495,0.0,0.07423530097770235,0.0,0.0,0.29715435111840494,0.0,0.0,0.16624746540422927,0.2775229995917373,3.3239004199117095
2013-09-12,0.698983859602026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.698983859602026,0.956880038995895,17.09959626015883,1.8828447488424962,0.0,0.0,0.0,0.0,0.0,0.698983859602026,0.0,0.0,0.8291714767133767,0.0,21.467476384312626,0.0,7.718357239016969,0.0,0.9890411786016182,0.0,0.9206780797969004,0.0,0.0,0.0,0.0,0.0,0.0,0.7185073465598659,10.346583843975354,0.34413610140207906,2.182046500824201,0.1171552511575035,0.010958821398381838,0.0,0.0793219202030996,0.0,0.0,0.30101614039797414,0.0,0.0,0.17082852328662362,0.28149265344013435,3.4869559121099973
2013-09-13,0.6951432889448721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6951432889448721,0.9516224563640495,18.00564243455356,1.8724994480246804,3.0,0.0,0.0,0.0,1.0,0.6951432889448721,1.0,0.0,0.8246155894786877,0.0,27.34952321736585,0.0,7.6759486827586345,0.0,0.9836068864114994,0.0,0.9156194090287856,0.0,0.0,0.0,0.0,0.0,0.0,0.7145595039963502,10.28973448219527,0.3532342546910786,2.318408882687804,0.1275005519753194,0.01639311358850062,0.0,0.08438059097121443,0.0,0.0,0.3048567110551281,0.0,0.0,0.1753844105213125,0.2854404960036501,3.665599011494008
2013-09-14,0.691323820324296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.691323820324296,0.9463937615488625,17.906710333264805,1.8622109895190504,3.9835164835164836,0.0,0.0,0.0,0.9945054945054945,0.691323820324296,0.9945054945054945,0.0,0.8200847345914422,0.0,28.199251111775926,0.0,7.633773140545674,0.0,0.978202452969678,0.0,0.9105885331550011,0.0,0.0,0.0,0.0,0.0,0.0,0.710633352875491,10.233197479545844,0.36228241812684187,2.4595165261895193,0.13778901048094952,0.03828106351383853,0.0,0.08941146684499897,0.0,0.005494505494505495,0.3086761796757043,0.005494505494505495,0.0,0.17991526540855804,0.2893666471245092,3.876227588353931
2013-09-15,0.6875253377950415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6875253377950415,0.9411937958260665,17.808321814950162,1.8519790610052096,4.961629030310348,0.0,0.0,0.0,0.9890411786016182,0.6875253377950415,0.9890411786016182,0.0,0.8155787745112695,0.0,29.04431017160133,0.0,7.591829332081137,0.0,0.9728277142170974,0.0,0.9055852994563472,0.0,0.0,0.0,0.0,0.0,0.0,0.7067287740135377,10.17697111976812,0.3712808663788922,2.5998488529686976,0.14802093899479046,0.06554325547255371,0.0,0.09441470054365282,0.0,0.010958821398381838,0.3124746622049587,0.010958821398381838,0.0,0.1844212254887308,0.29327122598646244,4.091193370835502
2013-09-16,0.683747726048915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.683747726048915,0.9360224013435057,17.710473892889997,1.8418033518788075,4.93436733234161,0.0,0.0,0.0,0.9836068864114994,0.683747726048915,0.9836068864114994,0.0,0.8110975724535152,0.0,28.884726049779353,0.0,7.55011598410267,0.0,0.9674825069961243,0.0,0.9006095560527411,0.0,0.0,0.0,0.0,0.0,0.0,0.7028456488815953,10.121053696033131,0.3802298726075796,2.7394101230073313,0.15819664812119272,0.09815016066226495,0.0,0.09939044394725913,0.0,0.01639311358850062,0.3162522739510853,0.01639311358850062,0.0,0.18890242754648504,0.29715435111840494,4.310472528138604
2013-09-17,0.6799908704112836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6799908704112836,1.9308794211163436,17.613163596775216,1.8316835532421107,4.907255423922151,1.0,0.0,0.0,0.978202452969678,0.6799908704112836,0.978202452969678,0.0,0.8066409923850892,0.0,30.72601876379155,0.0,7.508631830343864,0.0,0.9621666690455961,0.0,0.8956611518986052,0.0,0.0,0.0,0.0,0.0,0.0,0.698983859602026,10.06544351089009,0.38912970847237316,2.878204572880917,0.16831644675788945,0.1305779070322525,0.0,0.10433884810139507,0.0,0.021797547030322044,0.3200091295887167,0.021797547030322044,0.0,0.19335900761491095,0.30101614039797414,4.528546854907072
2013-09-18,0.6762546568375952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6762546568375952,1.9202701935277922,17.51638797261711,1.8216193578946265,4.880292482032469,0.9945054945054945,0.0,0.0,0.9728277142170974,0.6762546568375952,0.9728277142170974,0.0,0.802208899020336,0.0,30.55719448486962,0.0,7.467375611495821,0.0,0.956880038995895,0.0,0.8907399367782832,0.0,0.0,0.0,0.0,0.0,0.0,0.6951432889448721,10.01013887621487,0.40347514963461284,3.0162364158870663,0.17838064210537358,0.16282747897163574,0.005494505494505495,0.10926006322171708,0.0,0.02717228578290269,0.32374534316240505,0.02717228578290269,0.0,0.19779110097966418,0.3048567110551281,4.756411982077914
2013-09-19,0.6725389719099162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6725389719099162,1.9097192583985185,17.420144082657675,1.811610460323777,4.853477688175148,0.9890411786016182,0.0,0.0,0.9674825069961243,0.6725389719099162,0.9674825069961243,0.0,0.7978011578169275,0.0,30.389297811875824,0.0,7.4263460751689205,0.0,0.9516224563640495,0.0,0.8858457613014794,0.0,0.0,0.0,0.0,0.0,0.0,0.691323820324296,9.955138113158746,0.4177417696915655,3.153509842173401,0.18838953967622318,0.1948998554608026,0.010958821398381838,0.11415423869852083,0.0,0.032517493003875755,0.32746102809008415,0.032517493003875755,0.0,0.20219884218307263,0.3086761796757043,4.983025103055508
2013-09-20,0.668843702833488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.668843702833488,1.8992262954402848,17.324429005280436,1.8016565566956244,4.82681022835001,0.9836068864114994,0.0,0.0,0.9621666690455961,0.668843702833488,0.9621666690455961,0.0,0.7934176349717795,0.0,30.222323648074315,0.0,7.385541975854805,0.0,0.9463937615488625,0.0,0.880978476898724,0.0,0.0,0.0,0.0,0.0,0.0,0.6875253377950415,9.900439552097431,0.4319300017262272,3.2900290188647556,0.1983434433043758,0.22679601010112788,0.01639311358850062,0.11902152310127621,0.0,0.03783333095440391,0.33115629716651224,0.03783333095440391,0.0,0.20658236502822058,0.3124746622049587,5.2083930969947625
2013-09-21,0.6651687374333041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6651687374333041,1.8887909861246788,17.229239834921753,1.7917573448456485,4.800289293029406,0.978202452969678,0.0,0.0,0.956880038995895,0.6651687374333041,0.956880038995895,0.0,0.7890581974169896,0.0,30.056266924733247,0.0,7.344962074888569,0.0,0.9411937958260665,0.0,0.876137935816863,0.0,0.0,0.0,0.0,0.0,0.0,0.683747726048915,9.846041532580413,0.44604027644201716,3.4257980901896743,0.20824265515435178,0.2585169111445283,0.021797547030322044,0.12386206418313733,0.0,0.043119961004104986,0.33483126256669626,0.043119961004104986,0.0,0.21094180258301057,0.3162522739510853,5.432522805253034
2013-09-22,0.6615139641507035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6615139641507035,1.8784130136734443,17.134573681982623,1.7819125242695737,4.77391407713364,0.9728277142170974,0.0,0.0,0.9516224563640495,0.6615139641507035,0.9516224563640495,1.0,0.7847227128157974,0.0,30.891122600970977,0.0,7.30460514041116,0.0,0.9360224013435057,0.0,1.8713239911145725,0.0,0.0,0.0,0.0,0.0,0.0,0.6799908704112836,10.791942403280522,0.4600730221758522,3.5608211776062144,0.21808747573042678,0.2900635215228551,0.02717228578290269,0.1286760088854278,0.0,0.048377543635950565,0.3384860358492968,0.048377543635950565,0.0,0.21527728718420283,0.3200091295887167,5.655421031597796
2013-09-23,0.6578792720399853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6578792720399853,1.8680920630488647,17.040427672740957,1.7721217961142464,4.747683780006533,0.9674825069961243,0.0,0.0,0.9463937615488625,0.6578792720399853,0.9463937615488625,0.9945054945054945,0.7804110495585678,0.0,30.721391158108496,0.0,7.264469947331978,0.0,0.9308794211163436,0.0,1.8610419911633937,0.0,0.0,0.0,0.0,0.0,0.0,0.6762546568375952,10.732646016449312,0.47402866491114976,3.6951023799270595,0.2278782038857541,0.3214367988771251,0.032517493003875755,0.13895800883660675,0.0,0.05360623845113765,0.34212072796001497,0.05360623845113765,0.005494505494505495,0.21958895044143248,0.32374534316240505,5.888083553402203
2013-09-24,0.6542645507650403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6542645507650403,1.8578278209442005,16.94679894926436,1.7623848631685635,4.721597605391112,0.9621666690455961,0.0,0.0,0.9411937958260665,0.6542645507650403,0.9411937958260665,0.9890411786016182,0.7761230767587954,0.0,30.552592305591425,0.0,7.224555277291692,0.0,0.9257646990222977,0.0,1.850816485717441,0.0,0.0,0.0,0.0,0.0,0.0,0.6725389719099162,10.673675433941346,0.48790762829075884,3.8286457734439434,0.23761513683143679,0.35263769558659147,0.03783333095440391,0.14918351428255947,0.0,0.0588062041739336,0.34573544923495997,0.0588062041739336,0.010958821398381838,0.22387692324120484,0.32746102809008415,6.119467709702192
2013-09-25,0.6506696905960015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6506696905960015,1.8476199757741776,16.853684669323346,1.7527014298544505,4.695654761405447,0.956880038995895,0.0,0.0,0.9360224013435057,0.6506696905960015,0.9360224013435057,0.9836068864114994,0.7718586642491317,0.0,30.38472091929696,0.0,7.184859918625254,0.0,0.9206780797969004,0.0,1.8406471643673452,0.0,0.0,0.0,0.0,0.0,0.0,0.668843702833488,10.615028865622989,0.5017103336298206,3.9614554120513943,0.24729857014554976,0.3836671587976541,0.043119961004104986,0.1593528356326553,0.0,0.0639775986564944,0.3493303094039987,0.0639775986564944,0.01639311358850062,0.22814133575086856,0.33115629716651224,6.349580524484048
2013-09-26,0.6470945824059136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6470945824059136,1.8374682176655281,16.761082006305088,1.7430712022178876,4.6698544605186045,0.9516224563640495,0.0,0.0,0.9308794211163436,0.6470945824059136,0.9308794211163436,0.978202452969678,0.7676176825774331,0.0,30.21777190325687,0.0,7.145382666325116,0.0,0.9156194090287856,0.0,1.830533718409283,0.0,0.0,0.0,0.0,0.0,0.0,0.6651687374333041,10.556704531196488,0.5154371999285579,4.093535327369794,0.2569287977821127,0.41452613045261205,0.048377543635950565,0.16946628159071764,0.0,0.06912057888365651,0.3529054175940866,0.06912057888365651,0.021797547030322044,0.2323823174225671,0.33483126256669626,6.5784289831407285
2013-09-27,0.6435391176674194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6435391176674194,1.827372238447586,16.668988149127586,1.733493887919987,4.644195919526744,0.9463937615488625,0.0,0.0,0.9257646990222977,0.6435391176674194,0.9257646990222977,0.9728277142170974,0.763400003002832,0.0,30.051740189502713,0.0,7.106122322004648,0.0,0.9105885331550011,0.0,1.8204758408356054,0.0,0.0,0.0,0.0,0.0,0.0,0.6615139641507035,10.498700660145959,0.5290886438849943,4.224889528867762,0.2665061120800132,0.4452155473182571,0.05360623845113765,0.17952415916439501,0.0,0.07423530097770235,0.35646088233258066,0.07423530097770235,0.02717228578290269,0.23659999699716838,0.3384860358492968,6.806020032683911
2013-09-28,0.6400031884494666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6400031884494666,1.8173317316429287,16.577400302154356,2.723969196228119,4.618678359529344,0.9411937958260665,0.0,0.0,0.9206780797969004,0.6400031884494666,0.9206780797969004,0.9674825069961243,0.7592054974918274,0.0,30.88662073791203,0.0,7.067077693861765,0.0,0.9055852994563472,0.0,1.8104732263255197,0.0,0.0,0.0,0.0,0.0,0.0,0.6578792720399853,10.441015491683617,0.5426650799076043,4.355522003983873,0.2760308037718812,0.4757363410143106,0.0588062041739336,0.18952677367448076,0.0,0.0793219202030996,0.35999681155053354,0.0793219202030996,0.032517493003875755,0.24079450250817294,0.34212072796001497,7.0323605819548805
2013-09-29,0.6364866874140299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6364866874140299,1.8073463924580775,16.486315685109552,2.7090023325125796,4.593301005905556,0.9360224013435057,0.0,0.0,0.9156194090287856,0.6364866874140299,0.9156194090287856,0.9621666690455961,0.7550340387143998,0.0,30.716914030560872,0.0,7.028247596642744,0.0,0.9006095560527411,0.0,1.800525571235819,0.0,0.0,0.0,0.0,0.0,0.0,0.6542645507650403,10.383647274696344,0.5561669201278922,4.485436718247698,0.29099766748742034,0.5060894380417045,0.0639775986564944,0.19947442876418142,0.0,0.08438059097121443,0.36351331258597014,0.08438059097121443,0.03783333095440391,0.24496596128560055,0.34573544923495997,7.262952007328755
2013-09-30,0.6329895078128539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6329895078128539,1.7974159177742417,16.395731532993565,4.694117704311961,4.568063088290691,0.9308794211163436,0.0,0.0,0.9105885331550011,0.6329895078128539,0.9105885331550011,0.956880038995895,0.7508855000401449,0.0,32.5481397776457,0.0,6.989630851606245,0.0,0.8956611518986052,0.0,1.7906325735916662,0.0,0.0,0.0,0.0,0.0,0.0,0.6506696905960015,10.326594267692519,0.5695945744129037,4.6146376154001825,0.30588229568803893,0.5362757598107061,0.06912057888365651,0.20936742640833428,0.0,0.08941146684499897,0.36701049218714615,0.08941146684499897,0.043119961004104986,0.2491144999598555,0.3493303094039987,7.492276446848924
2013-10-01,0.6295115434842119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6295115434842119,1.7875400061381197,16.305645095999097,4.6683258487937636,4.54296384055283,0.9257646990222977,0.0,0.0,0.9055852994563472,0.6295115434842119,0.9055852994563472,0.9516224563640495,0.7467597555344297,0.0,32.36930384480149,0.0,6.95122628648753,0.0,0.8907399367782832,0.0,1.7807939330774263,0.0,0.0,0.0,0.0,0.0,0.0,0.6470945824059136,10.269854738749153,0.582948450377668,4.743128617513368,0.3316741512062365,0.566296222668889,0.07423530097770235,0.21920606692257422,0.0,0.09441470054365282,0.3704884565157882,0.09441470054365282,0.048377543635950565,0.2532402444655706,0.3529054175940866,7.73132987296514
2013-10-02,0.6260526888496832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6260526888496832,1.7777183577527453,16.216053639427674,4.642675706767424,4.5180025007695725,1.9206780797969003,0.0,0.0,0.9006095560527411,0.6260526888496832,0.9006095560527411,0.9463937615488625,0.7426566799545702,0.0,33.191450526972915,0.0,6.913032735462873,0.0,0.8858457613014794,0.0,1.7710093510275504,0.0,0.0,0.0,0.0,0.0,0.0,0.6435391176674194,10.213426965459323,0.5962289533975709,4.8709136251094485,0.35732429323257586,0.59615173792895,0.0793219202030996,0.2289906489724502,0.0,0.09939044394725913,0.3739473111503169,0.09939044394725913,0.05360623845113765,0.2573433200454301,0.35646088233258066,7.9690698187180775
2013-10-03,0.6226128389109488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6226128389109488,1.7679506744683897,16.126954443606643,4.617166499587383,4.493178311204905,1.91012490353428,0.0,0.0,0.8956611518986052,0.6226128389109488,0.8956611518986052,0.9411937958260665,0.7385761487460286,0.0,33.00907991968186,0.0,6.8750490391141765,0.0,0.880978476898724,0.0,1.761278530417509,0.0,0.0,0.0,0.0,0.0,0.0,0.6400031884494666,10.157309234879875,0.6094364866206611,4.997996517279177,0.38283350041261666,0.6258432118963735,0.08987509646571992,0.23872146958249169,0.0,0.10433884810139507,0.3773871610890514,0.10433884810139507,0.0588062041739336,0.26142385125397166,0.35999681155053354,8.21099800652732
2013-10-04,0.6191918892466028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6191918892466028,1.7582366597735084,16.038344803806606,4.591797452886353,4.468490518286196,1.8996297117566192,0.0,0.0,0.8907399367782832,1.6191918892466028,0.8907399367782832,1.9360224013435057,0.7345180380386329,0.0,34.82771134869459,0.0,6.8372740443937685,0.0,0.876137935816863,0.0,1.7516011758547751,0.0,0.0,0.0,0.0,0.0,0.0,0.6364866874140299,10.101499843479436,0.6225714509798883,5.124381151799621,0.40820254711364623,0.6553715458969429,0.1003702882433808,0.24839882414522524,0.0,0.10926006322171708,0.38080811075339727,0.10926006322171708,0.0639775986564944,0.2654819619613674,0.36351331258597014,8.45159691857937
