,I+,I+,I+,I+,I+,I+,I+,I+,I+,I+,I+,I+,I+,I+,I-,I-,I-,I-,I-,I-,I-,I-,I-,I-,I-,I-,I-,I-,A,A,A,A,A,A,A,A,A,A,A,A,A,A,R,R,R,R,R,R,R,R,R,R,R,R,R,R
2013-07-11,0.9890411786016182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9890411786016182,0.0,1.715602133932141,0.0,0.0,0.0,0.0,0.0,0.0,0.9890411786016182,0.0,0.0,0.0,0.0,2.7046433125337592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010958821398381838,0.28439786606785933,0.0,0.0,0.0,0.0,0.0,0.0,0.010958821398381838,0.0,0.0,0.0,0.0,0.306315508864623
2013-07-12,0.9836068864114994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9836068864114994,0.0,1.7061757485808655,0.0,0.0,0.0,0.0,0.0,0.0,0.9836068864114994,0.0,0.0,0.0,0.0,2.689782634992365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01639311358850062,0.2938242514191348,0.0,0.0,0.0,0.0,0.0,0.0,0.01639311358850062,0.0,0.0,0.0,0.0,0.326610478596136
2013-07-13,0.978202452969678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.978202452969678,0.0,1.696801156555696,0.0,0.0,0.0,0.0,0.0,0.0,0.978202452969678,0.0,0.0,0.0,0.0,2.675003609525374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021797547030322044,0.3031988434443044,0.0,0.0,0.0,0.0,0.0,0.0,0.021797547030322044,0.0,0.0,0.0,0.0,0.3467939375049485
2013-07-14,0.9728277142170974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9728277142170974,0.0,1.6874780732779175,0.0,0.0,0.0,0.0,0.0,0.0,0.9728277142170974,0.0,0.0,0.0,0.0,2.660305787495015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.02717228578290269,0.31252192672208295,0.0,0.0,0.0,0.0,0.0,0.0,0.02717228578290269,0.0,0.0,0.0,0.0,0.36686649828788837
2013-07-15,0.9674825069961243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9674825069961243,0.0,1.6782062157324344,0.0,0.0,0.0,0.0,0.0,0.0,0.9674825069961243,0.0,0.0,0.0,0.0,2.6456887227285586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9945054945054945,0.9945054945054945,0.032517493003875755,0.321793784267566,0.0,0.0,0.0,0.0,0.0,0.0,0.032517493003875755,0.0,0.0,0.0,0.005494505494505495,0.39232327576982295
2013-07-16,0.9621666690455961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9621666690455961,0.0,1.6689853024591794,0.0,0.0,0.0,0.0,0.0,0.0,0.9621666690455961,0.0,0.0,0.0,0.0,2.6311519715047753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9890411786016182,0.9890411786016182,0.03783333095440391,0.33101469754082113,0.0,0.0,0.0,0.0,0.0,0.0,0.03783333095440391,0.0,0.0,0.0,0.010958821398381838,0.41764018084801074
2013-07-17,0.956880038995895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.956880038995895,0.0,1.6598150535445686,0.0,0.0,0.0,0.0,0.0,0.0,0.956880038995895,0.0,0.0,0.0,0.0,2.6166950925404637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9836068864114994,0.9836068864114994,0.043119961004104986,0.340184946455432,0.0,0.0,0.0,0.0,0.0,0.0,0.043119961004104986,0.0,0.0,0.0,0.01639311358850062,0.44281798205214257
2013-07-18,0.9516224563640495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9516224563640495,0.0,1.650695190613005,0.0,0.0,0.0,0.0,0.0,0.0,0.9516224563640495,0.0,0.0,0.0,0.0,2.6023176469770544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.978202452969678,0.978202452969678,0.048377543635950565,0.3493048093869956,0.0,0.0,0.0,0.0,0.0,0.0,0.048377543635950565,0.0,0.0,0.0,0.021797547030322044,0.46785744368921883
2013-07-19,0.9463937615488625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9463937615488625,0.0,1.641625436818428,0.0,0.0,0.0,0.0,0.0,0.0,0.9463937615488625,0.0,0.0,0.0,0.0,2.5880191983672907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9728277142170974,0.9728277142170974,0.05360623845113765,0.35837456318157257,0.0,0.0,0.0,0.0,0.0,0.0,0.05360623845113765,0.0,0.0,0.0,0.02717228578290269,0.4927593258667506
2013-07-20,0.9411937958260665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9411937958260665,0.0,1.6326055168359093,0.0,0.0,0.0,0.0,0.0,0.0,0.9411937958260665,0.0,0.0,0.0,0.0,2.5737993126619756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9674825069961243,0.9674825069961243,0.0588062041739336,0.3673944831640914,0.0,0.0,0.0,0.0,0.0,0.0,0.0588062041739336,0.0,0.0,0.0,0.032517493003875755,0.5175243845158344
2013-07-21,0.9360224013435057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9360224013435057,0.0,1.6236351568532943,0.0,0.0,0.0,0.0,0.0,0.0,0.9360224013435057,0.0,0.0,0.0,0.0,2.5596575581968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9621666690455961,0.9621666690455961,0.0639775986564944,0.37636484314670626,0.0,0.0,0.0,0.0,0.0,0.0,0.0639775986564944,0.0,0.0,0.0,0.03783333095440391,0.5421533714140989
2013-07-22,0.9308794211163436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9308794211163436,0.0,1.6147140845628916,0.0,0.0,0.0,0.0,0.0,0.0,0.9308794211163436,0.0,0.0,0.0,0.0,2.545593505679235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.956880038995895,0.956880038995895,0.06912057888365651,0.385285915437109,0.0,0.0,0.0,0.0,0.0,0.0,0.06912057888365651,0.0,0.0,0.0,0.043119961004104986,0.566647034208527
2013-07-23,0.9257646990222977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9257646990222977,0.0,1.6058420291532054,0.0,0.0,0.0,0.0,0.0,0.0,0.9257646990222977,0.0,0.0,0.0,0.0,2.531606728175503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9516224563640495,0.9516224563640495,0.07423530097770235,0.3941579708467952,0.0,0.0,0.0,0.0,0.0,0.0,0.07423530097770235,0.0,0.0,0.0,0.048377543635950565,0.5910061164381505
2013-07-24,0.9206780797969004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9206780797969004,0.0,1.5970187213007152,0.0,0.0,0.0,0.0,0.0,0.0,0.9206780797969004,0.0,0.0,0.0,0.0,2.5176968010976157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9463937615488625,0.9463937615488625,0.0793219202030996,0.40298127869928535,0.0,0.0,0.0,0.0,0.0,0.0,0.0793219202030996,0.0,0.0,0.0,0.05360623845113765,0.6152313575566222
2013-07-25,0.9156194090287856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9156194090287856,0.0,2.5882438931617004,0.0,0.0,0.0,0.0,0.0,0.0,0.9156194090287856,0.0,0.0,0.0,0.0,3.503863302190486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9411937958260665,0.9411937958260665,0.08438059097121443,0.4117561068383003,0.0,0.0,0.0,0.0,0.0,0.0,0.08438059097121443,0.0,0.0,0.0,0.0588062041739336,0.6393234929546627
2013-07-26,0.9105885331550011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9105885331550011,0.0,2.5740227728696032,0.0,0.0,0.0,0.0,0.0,0.0,0.9105885331550011,0.0,0.0,0.0,0.0,3.4846113060246044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9360224013435057,0.9360224013435057,0.08941146684499897,0.42597722713039754,0.0,0.0,0.0,0.0,0.0,0.0,0.08941146684499897,0.0,0.0,0.0,0.0639775986564944,0.66877775947689
2013-07-27,0.9055852994563472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9055852994563472,0.0,2.559879790601089,0.0,0.0,0.0,0.0,0.0,0.0,0.9055852994563472,0.0,0.0,0.0,0.0,3.465465090057436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9308794211163436,0.9308794211163436,0.09441470054365282,0.44012020939891183,0.0,0.0,0.0,0.0,0.0,0.0,0.09441470054365282,0.0,0.0,0.0,0.06912057888365651,0.6980701893698741
2013-07-28,0.9006095560527411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9006095560527411,0.0,2.5458145170263577,0.0,0.0,0.0,0.0,0.0,0.0,0.9006095560527411,0.0,0.0,0.0,0.0,3.4464240730790987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9257646990222977,0.9257646990222977,0.09939044394725913,0.4541854829736431,0.0,0.0,0.0,0.0,0.0,0.0,0.09939044394725913,0.0,0.0,0.0,0.07423530097770235,0.7272016718458637
2013-07-29,0.8956611518986052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8956611518986052,0.0,2.531826525174565,0.0,0.0,0.0,0.0,0.0,0.0,0.8956611518986052,0.0,0.0,0.0,0.0,3.42748767707317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9206780797969004,0.9206780797969004,0.10433884810139507,0.46817347482543625,0.0,0.0,0.0,0.0,0.0,0.0,0.10433884810139507,0.0,0.0,0.0,0.0793219202030996,0.7561730912313259
2013-07-30,0.8907399367782832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8907399367782832,0.0,2.517915390420858,0.0,0.0,0.0,0.0,0.0,0.0,0.8907399367782832,0.0,0.0,0.0,0.0,3.4086553271991415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9156194090287856,0.9156194090287856,0.10926006322171708,0.4820846095791427,0.0,0.0,0.0,0.0,0.0,0.0,0.10926006322171708,0.0,0.0,0.0,0.08438059097121443,0.7849853269937913
2013-07-31,0.8858457613014794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8858457613014794,0.0,2.504080690473491,0.0,0.0,0.0,0.0,0.0,0.0,0.8858457613014794,0.0,0.0,0.0,0.0,3.3899264517749703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9105885331550011,0.9105885331550011,0.11415423869852083,0.49591930952651003,0.0,0.0,0.0,0.0,0.0,0.0,0.11415423869852083,0.0,0.0,0.0,0.08941146684499897,0.8136392537685507
2013-08-01,0.880978476898724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.880978476898724,0.0,2.490322005360999,0.0,0.0,0.0,0.0,0.0,0.0,0.880978476898724,0.0,0.0,0.0,0.0,3.371300482259723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9055852994563472,0.9055852994563472,0.11902152310127621,0.5096779946390018,0.0,0.0,0.0,0.0,0.0,0.0,0.11902152310127621,0.0,0.0,0.0,0.09441470054365282,0.8421357413852071
2013-08-02,0.876137935816863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.876137935816863,0.0,2.476638917419455,0.0,0.0,0.0,0.0,0.0,0.0,0.876137935816863,0.0,0.0,0.0,0.0,3.352776853236318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9006095560527411,0.9006095560527411,0.12386206418313733,0.5233610825805457,0.0,0.0,0.0,0.0,0.0,0.0,0.12386206418313733,0.0,0.0,0.0,0.09939044394725913,0.8704756548940796
2013-08-03,0.8713239911145725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8713239911145725,0.0,2.4630310112797877,0.0,0.0,0.0,0.0,0.0,0.0,0.8713239911145725,0.0,0.0,0.0,0.0,3.3343550023943602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8956611518986052,0.8956611518986052,0.1286760088854278,0.536968988720213,0.0,0.0,0.0,0.0,0.0,0.0,0.1286760088854278,0.0,0.0,0.0,0.10433884810139507,0.8986598545924637
2013-08-04,0.866536496657899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.866536496657899,0.0,2.4494978738551736,0.0,0.0,0.0,0.0,0.0,0.0,0.866536496657899,0.0,0.0,0.0,0.0,3.316034370513073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8907399367782832,0.8907399367782832,0.13346350334210128,0.5505021261448273,0.0,0.0,0.0,0.0,0.0,0.0,0.13346350334210128,0.0,0.0,0.0,0.10926006322171708,0.9266891960507468
2013-08-05,0.8617753071158227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8617753071158227,0.0,2.4360390943284966,0.0,0.0,0.0,0.0,0.0,0.0,0.8617753071158227,0.0,0.0,0.0,0.0,3.2978144014443194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8858457613014794,0.8858457613014794,0.13822469288417763,0.563960905671504,0.0,0.0,0.0,0.0,0.0,0.0,0.13822469288417763,0.0,0.0,0.0,0.11415423869852083,0.95456453013838
2013-08-06,0.8570402779558457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8570402779558457,0.0,2.4226542641398785,0.0,0.0,0.0,0.0,0.0,0.0,0.8570402779558457,0.0,0.0,0.0,0.0,3.279694542095724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.880978476898724,0.880978476898724,0.1429597220441547,0.5773457358601222,0.0,0.0,0.0,0.0,0.0,0.0,0.1429597220441547,0.0,0.0,0.0,0.11902152310127621,0.9822867030497079
2013-08-07,0.8523312654396048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8523312654396048,0.0,2.409342976974275,0.0,0.0,0.0,0.0,0.0,0.0,0.8523312654396048,0.0,0.0,0.0,0.0,3.26167424241388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.876137935816863,0.876137935816863,0.14766873456039561,0.5906570230257259,0.0,0.0,0.0,0.0,0.0,0.0,0.14766873456039561,0.0,0.0,0.0,0.12386206418313733,1.0098565563296544
2013-08-08,0.8476481266185081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8476481266185081,0.0,2.3961048287491415,0.0,0.0,0.0,0.0,0.0,0.0,0.8476481266185081,0.0,0.0,0.0,0.0,3.2437529553676496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8713239911145725,0.8713239911145725,0.15235187338149234,0.6038951712508592,0.0,0.0,0.0,0.0,0.0,0.0,0.15235187338149234,0.0,0.0,0.0,0.1286760088854278,1.0372749268992718
2013-08-09,0.8429907193293954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8429907193293954,0.0,2.3829394176021683,0.0,0.0,0.0,0.0,0.0,0.0,0.8429907193293954,0.0,0.0,1.0,0.0,4.225930136931564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.866536496657899,0.866536496657899,0.15700928067060502,0.6170605823978326,0.0,0.0,0.0,0.0,0.0,0.0,0.15700928067060502,0.0,0.0,0.0,0.13346350334210128,1.0645426470811439
2013-08-10,0.8383589021902229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8383589021902229,0.0,3.3698463438790793,0.0,0.0,0.0,0.0,0.0,0.0,0.8383589021902229,0.0,0.0,0.9945054945054945,0.0,5.202710740574797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8617753071158227,0.8617753071158227,0.1616410978097775,0.6301536561209214,0.0,0.0,0.0,0.0,0.0,0.0,0.1616410978097775,0.0,0.0,0.005494505494505495,0.13822469288417763,1.0971550501191596
2013-08-11,0.833752534595771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.833752534595771,0.0,4.351330704626997,0.0,0.0,0.0,0.0,0.0,0.0,0.833752534595771,0.0,0.0,0.9890411786016182,0.0,6.174124417824386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8570402779558457,0.8570402779558457,0.16624746540422927,0.6486692953730043,0.0,0.0,0.0,0.0,0.0,0.0,0.16624746540422927,0.0,0.0,0.010958821398381838,0.1429597220441547,1.1350827696239996
2013-08-12,0.8291714767133767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8291714767133767,0.0,4.327422294162013,0.0,0.0,0.0,0.0,0.0,0.0,0.8291714767133767,0.0,0.0,0.9836068864114994,0.0,6.14020065728689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8523312654396048,0.8523312654396048,0.17082852328662362,0.6725777058379878,0.0,0.0,0.0,0.0,0.0,0.0,0.17082852328662362,0.0,0.0,0.01639311358850062,0.14766873456039561,1.1782966005601312
2013-08-13,0.8246155894786877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8246155894786877,0.0,4.303645248589694,0.0,0.0,0.0,0.0,0.0,0.0,0.8246155894786877,0.0,0.0,0.978202452969678,0.0,6.10646329103806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8476481266185081,0.8476481266185081,0.1753844105213125,0.6963547514103066,0.0,0.0,0.0,0.0,0.0,0.0,0.1753844105213125,0.0,0.0,0.021797547030322044,0.15235187338149234,1.2212729928647459
2013-08-14,0.8200847345914422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8200847345914422,0.0,4.279998846124915,0.0,0.0,0.0,0.0,0.0,0.0,0.8200847345914422,0.0,0.0,0.9728277142170974,0.0,6.072911294933455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8429907193293954,0.8429907193293954,0.17991526540855804,0.7200011538750851,0.0,0.0,0.0,0.0,0.0,0.0,0.17991526540855804,0.0,0.0,0.02717228578290269,0.15700928067060502,1.2640132511457087
2013-08-15,0.8155787745112695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8155787745112695,0.0,5.256482368948404,0.0,0.0,0.0,0.0,0.0,0.0,0.8155787745112695,0.0,0.0,0.9674825069961243,0.0,7.039543650455799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8383589021902229,0.8383589021902229,0.1844212254887308,0.7435176310515956,0.0,0.0,0.0,0.0,0.0,0.0,0.1844212254887308,0.0,0.0,0.032517493003875755,0.1616410978097775,1.3065186728427105
2013-08-16,0.8110975724535152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8110975724535152,0.0,5.227600597690446,0.0,0.0,0.0,0.0,0.0,0.0,0.8110975724535152,0.0,0.0,0.9621666690455961,0.0,7.000864839189557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.833752534595771,0.833752534595771,0.18890242754648504,0.772399402309554,0.0,0.0,0.0,0.0,0.0,0.0,0.18890242754648504,0.0,0.0,0.03783333095440391,0.16624746540422927,1.354285053761157
2013-08-17,0.8066409923850892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8066409923850892,0.0,5.198877517483356,0.0,0.0,0.0,0.0,0.0,0.0,0.8066409923850892,0.0,0.0,0.956880038995895,0.0,6.962398548864341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8291714767133767,0.8291714767133767,0.19335900761491095,0.8011224825166443,0.0,0.0,0.0,0.0,0.0,0.0,0.19335900761491095,0.0,0.0,0.043119961004104986,0.17082852328662362,1.401788982037195
2013-08-18,0.802208899020336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802208899020336,0.0,5.170312256398283,0.0,0.0,0.0,0.0,0.0,0.0,0.802208899020336,0.0,0.0,0.9516224563640495,0.0,6.924143611782668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8246155894786877,0.8246155894786877,0.19779110097966418,0.8296877436017177,0.0,0.0,0.0,0.0,0.0,0.0,0.19779110097966418,0.0,0.0,0.048377543635950565,0.1753844105213125,1.4490318997183091
2013-08-19,0.7978011578169275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7978011578169275,0.0,6.141903947297194,0.0,0.0,0.0,0.0,0.0,0.0,0.7978011578169275,0.0,0.0,0.9463937615488625,0.0,7.886098866662984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8200847345914422,0.8200847345914422,0.20219884218307263,0.8580960527028072,0.0,0.0,0.0,0.0,0.0,0.0,0.20219884218307263,0.0,0.0,0.05360623845113765,0.17991526540855804,1.4960152409286482
2013-08-20,0.7934176349717795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7934176349717795,0.0,6.108157222312045,0.0,0.0,0.0,0.0,0.0,0.0,0.7934176349717795,0.0,0.0,0.9411937958260665,0.0,7.842768653109891,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8155787745112695,1.8155787745112695,0.20658236502822058,0.8918427776879566,0.0,0.0,0.0,0.0,0.0,0.0,0.20658236502822058,0.0,0.0,0.0588062041739336,0.1844212254887308,1.5482349374070623
2013-08-21,0.7890581974169896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7890581974169896,0.0,6.074595918892748,0.0,0.0,0.0,0.0,0.0,0.0,0.7890581974169896,0.0,0.0,0.9360224013435057,0.0,7.799676517653243,0.0,0.9945054945054945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8110975724535152,1.8056030669590097,0.21094180258301057,0.9308985866017591,0.0,0.0,0.0,0.0,0.0,0.0,0.21094180258301057,0.0,0.0,0.0639775986564944,0.18890242754648504,1.6056622179707596
2013-08-22,0.7847227128157974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7847227128157974,0.0,6.041219018239491,0.0,0.0,0.0,0.0,0.0,0.0,0.7847227128157974,0.0,0.0,0.9308794211163436,0.0,7.756821152171631,0.0,0.9890411786016182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8066409923850892,1.7956821709867075,0.21527728718420283,0.9697398031588922,0.0,0.0,0.0,0.0,0.0,0.0,0.21527728718420283,0.0,0.0,0.06912057888365651,0.19335900761491095,1.6627739640258652
2013-08-23,0.7804110495585678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7804110495585678,0.0,6.008025507150263,0.0,0.0,0.0,0.0,0.0,0.0,0.7804110495585678,0.0,0.0,0.9257646990222977,0.0,7.714201255731129,0.0,0.9836068864114994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.802208899020336,1.7858157854318355,0.21958895044143248,1.008367606438239,0.0,0.0,0.0,0.0,0.0,0.0,0.21958895044143248,0.0,0.0,0.07423530097770235,0.19779110097966418,1.7195719092784707
2013-08-24,0.7761230767587954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7761230767587954,0.0,5.975014377990097,0.0,0.0,0.0,0.0,0.0,0.0,0.7761230767587954,0.0,0.0,0.9206780797969004,0.0,7.671815534545793,0.0,0.978202452969678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7978011578169275,1.7760036107866055,0.22387692324120484,1.0467831690402267,0.0,0.0,0.0,0.0,0.0,0.0,0.22387692324120484,0.0,0.0,0.0793219202030996,0.20219884218307263,1.7760577779088087
2013-08-25,0.7718586642491317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7718586642491317,0.0,5.94218462866048,0.0,0.0,0.0,0.0,0.0,0.0,0.7718586642491317,0.0,0.0,0.9156194090287856,0.0,7.629662701938398,0.0,0.9728277142170974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7934176349717795,1.766245349188877,0.22814133575086856,1.0849876571224233,0.0,0.0,0.0,0.0,0.0,0.0,0.22814133575086856,0.0,0.0,0.08438059097121443,0.20658236502822058,1.8322332846235956
2013-08-26,0.7676176825774331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7676176825774331,0.0,5.909535262568939,0.0,0.0,0.0,0.0,0.0,0.0,0.7676176825774331,0.0,0.0,0.9105885331550011,0.0,7.587741478301373,0.0,0.9674825069961243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7890581974169896,1.7565407044131138,0.2323823174225671,1.1229822304349373,0.0,0.0,0.0,0.0,0.0,0.0,0.2323823174225671,0.0,0.0,0.08941146684499897,0.21094180258301057,1.8881001347080812
