,I+,I+,I+,I+,I+,I+,I+,I+,I+,I+,I+,I+,I+,I+,I-,I-,I-,I-,I-,I-,I-,I-,I-,I-,I-,I-,I-,I-,R,R,R,R,R,R,R,R,R,R,R,R,R,R
2014-05-21,1.378362974067688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.378362974067688,16.868107704115317,1.8161738326113475,1.8211770663100022,0.9105885331550011,4.547939432076352,0.9105885331550011,4.604833405917475,1.8161738326113475,10.371842532672018,0.9105885331550011,0.9105885331550011,0.9055852994563472,0.9055852994563472,47.29977253784656,2.7535293218170005,0.18382616738865176,0.17882293368999794,0.08941146684499897,0.4520605679236489,0.08941146684499897,0.39516659408252564,0.18382616738865176,1.6281574673279875,0.08941146684499897,0.08941146684499897,0.09441470054365282,0.09441470054365282,6.321864488085766
2014-05-22,1.37078955113325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.37078955113325,16.775425793653145,1.8061948555090874,1.8111705989126945,0.9055852994563472,4.52295075387813,0.9055852994563472,4.579532123467379,1.8061948555090874,10.314854386888106,0.9055852994563472,0.9055852994563472,0.9006095560527411,0.9006095560527411,47.039883677748506,2.8537846552136106,0.1938051444909119,0.18882940108730564,0.09441470054365282,0.4770492461218706,0.09441470054365282,0.42046787653262163,0.1938051444909119,1.6851456131118996,0.09441470054365282,0.09441470054365282,0.09939044394725913,0.09939044394725913,6.5893267711182615
2014-05-23,1.3632577404127375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3632577404127375,16.68325312445725,1.7962707079513451,2.801219112105482,0.9006095560527411,4.498099376109569,0.9006095560527411,4.554369859052723,1.7962707079513451,10.258179362784325,0.9006095560527411,0.9006095560527411,0.8956611518986052,0.8956611518986052,47.78142277842022,2.9534891351300194,0.20372929204865414,0.19878088789451825,0.09939044394725913,0.5019006238904318,0.09939044394725913,0.44563014094727754,0.20372929204865414,1.7418206372156804,0.09939044394725913,0.09939044394725913,0.10433884810139507,0.10433884810139507,6.8553194811670615
2014-05-24,1.3557673132676125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3557673132676125,16.591586898498694,1.786401088676887,2.7858277983027047,0.8956611518986052,4.473384544372704,0.8956611518986052,4.5293458488381475,1.786401088676887,10.201815739911885,0.8956611518986052,0.8956611518986052,0.8907399367782832,0.8907399367782832,47.518887488428895,3.0526457882337006,0.2135989113231121,0.21417220169729562,0.10433884810139507,0.5266154556272975,0.10433884810139507,0.47065415116185294,0.2135989113231121,1.7981842600881217,0.10433884810139507,0.10433884810139507,0.10926006322171708,0.10926006322171708,7.125345198303505
2014-05-25,1.3483180423155927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3483180423155927,16.50042433312233,1.7765856980797614,3.7705210521581844,0.8907399367782832,4.448805508414612,0.8907399367782832,4.50445933318519,3.7765856980797614,10.145761807275006,0.8907399367782832,0.8907399367782832,0.8858457613014794,0.8858457613014794,50.25779470003094,3.1512576245620867,0.22341430192023784,0.22947894784181597,0.10926006322171708,0.5511944915853892,0.10926006322171708,0.4955406668148098,0.22341430192023784,1.8542381927250002,0.10926006322171708,0.10926006322171708,0.11415423869852083,0.11415423869852083,7.393887257653486
2014-05-26,1.3409097014237488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3409097014237488,16.409762660962315,1.7668242382002022,4.749803903519952,0.8858457613014794,4.4243615221046415,0.8858457613014794,4.479709556629228,3.755835227211191,10.09001586327899,0.8858457613014794,0.8858457613014794,0.880978476898724,0.880978476898724,50.98165297090989,3.2493276376139435,0.23317576179979696,0.25019609648004776,0.11415423869852083,0.5756384778953596,0.11415423869852083,0.5202904433707723,0.24416477278880797,1.9099841367210169,0.11415423869852083,0.11415423869852083,0.11902152310127621,0.11902152310127621,7.6774373276663805
2014-05-27,1.3335420657016401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3335420657016401,16.319599129858126,1.7571164127155856,4.723706079874238,0.880978476898724,4.400051843411759,0.880978476898724,4.45509576785654,3.7351987699188216,10.034576215678557,0.880978476898724,0.880978476898724,0.876137935816863,0.876137935816863,50.70153399854225,3.3468588044402408,0.24288358728441345,0.27629392012576176,0.11902152310127621,0.5999481565882423,0.11902152310127621,0.5449042321434604,0.2648012300811772,1.9654237843214508,0.11902152310127621,0.11902152310127621,0.12386206418313733,0.12386206418313733,7.964923935756125
2014-05-28,1.3262149114944881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3262149114944881,16.229931002770993,1.7474619269314342,4.69775165086394,0.876137935816863,4.375875734382024,0.876137935816863,4.430617219681504,3.7146756997544323,9.979441181526477,0.876137935816863,0.876137935816863,0.8713239911145725,0.8713239911145725,50.422954141407395,3.4438540857345252,0.252538073068565,0.30224834913605975,0.12386206418313733,0.6241242656179773,0.12386206418313733,0.5693827803184963,0.2853243002455663,2.020558818473531,0.12386206418313733,0.12386206418313733,0.1286760088854278,0.1286760088854278,8.250830947098125
2014-05-29,1.3189280163763866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3189280163763866,16.140755557700825,1.7378604877724704,4.671939828606446,0.8713239911145725,4.35183246111619,0.8713239911145725,4.406273169023914,3.6942653937118255,9.924609087122485,0.8713239911145725,0.8713239911145725,0.866536496657899,0.866536496657899,50.145904942828246,3.5403164259227973,0.26213951222752896,0.3280601713935539,0.1286760088854278,0.6481675388838126,0.1286760088854278,0.593726830976087,0.3057346062881731,2.0753909128775225,0.1286760088854278,0.1286760088854278,0.13346350334210128,0.13346350334210128,8.53516704079539
2014-05-30,1.3116811591435493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3116811591435493,17.052070087603568,1.7283118037737204,5.646269829548168,0.866536496657899,4.327921293747419,0.866536496657899,4.38206287688642,3.6739672322079144,9.870078267962471,0.866536496657899,0.866536496657899,0.8617753071158227,0.8617753071158227,51.87037799259292,3.636248753252892,0.2716881962262788,0.3537301704518311,0.13346350334210128,0.6720787062525829,0.13346350334210128,0.6179371231135811,0.32603276779208423,2.1299217320375363,0.13346350334210128,0.13346350334210128,0.13822469288417763,0.13822469288417763,8.817940848263547
2014-05-31,1.3044741198075958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3044741198075958,17.958377394814537,1.7188155850716669,5.615246368946255,0.8617753071158227,4.304141506419136,0.8617753071158227,4.357985608332099,3.6537805990639147,9.815847068687951,0.8617753071158227,0.8617753071158227,0.8570402779558457,0.8570402779558457,52.585375915710536,3.737148485377876,0.28118441492833224,0.3847536310537441,0.13822469288417763,0.6958584935808655,0.13822469288417763,0.6420143916679021,0.3462194009360838,2.1841529313120556,0.13822469288417763,0.13822469288417763,0.1429597220441547,0.1429597220441547,9.11014996448188
2014-06-01,1.2973066795888726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2973066795888726,17.859704991546327,1.7093715433954488,5.584393366919078,0.8570402779558457,4.280492377262987,0.8570402779558457,4.334040632462142,3.6337048814866404,9.76191384303582,0.8570402779558457,0.8570402779558457,0.8523312654396048,0.8523312654396048,52.29644527881103,3.842988328864811,0.29062845660455017,0.41560663308092133,0.1429597220441547,0.7195076227370146,0.1429597220441547,0.6659593675378587,0.36629511851335805,2.238086156964187,0.1429597220441547,0.1429597220441547,0.14766873456039561,0.14766873456039561,9.406248041600113
2014-06-02,1.2901786209098127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2901786209098127,17.761574744340027,1.6999793920581112,5.5537098868810615,0.8523312654396048,4.256973188376926,0.8523312654396048,5.310227222393668,3.6137394700499006,9.70827695378837,0.8523312654396048,0.8523312654396048,0.8476481266185081,1.847648126618508,54.009102172883495,3.948246634750169,0.3000206079418878,0.44629011311893824,0.14766873456039561,0.743026811623075,0.14766873456039561,0.6897727776063319,0.38626052995009785,2.2917230462116365,0.14766873456039561,0.14766873456039561,0.15235187338149234,0.15235187338149234,9.700719206206706
2014-06-03,1.2830897273883304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2830897273883304,17.66398367431618,1.690638845947902,5.523194997392705,0.8476481266185081,4.233583225803426,0.8476481266185081,5.2810501497431535,3.593883758676,9.6549347727236,0.8476481266185081,0.8476481266185081,0.8429907193293954,1.83749621383489,53.712348864241285,4.052926598295498,0.3093611540520972,0.4768050026072957,0.15235187338149234,0.7664167741965746,0.15235187338149234,0.7189498502568465,0.40611624132399843,2.345065227276408,0.15235187338149234,0.15235187338149234,0.15700928067060502,0.16250378616511052,10.004561408370405
2014-06-04,1.2760397838312516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2760397838312516,17.566928818962797,1.6813496215196169,5.492847772132305,0.8429907193293954,4.210321779507803,0.8429907193293954,5.252033390678631,3.5741371446173407,9.601885680565777,0.8429907193293954,0.8429907193293954,0.8383589021902229,1.8274000807918414,53.41722606828391,4.157031397205962,0.31865037848038236,0.5071522278676952,0.15700928067060502,0.7896782204921978,0.15700928067060502,0.7479666093213694,0.4258628553826578,2.39811431943423,0.15700928067060502,0.15700928067060502,0.1616410978097775,0.17259991920815937,10.306734147884853
2014-06-05,1.2690285762277833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2690285762277833,19.470407232045417,1.6721114367859924,5.462667289867842,0.8383589021902229,4.187188143356662,0.8383589021902229,5.223176064356221,3.5544990284381246,9.549128066936294,0.8383589021902229,0.8383589021902229,0.833752534595771,1.8173594210072708,55.12372482615049,4.260564191726808,0.3278885632140066,0.5373327101321584,0.1616410978097775,0.8128118566433395,0.1616410978097775,0.7768239356437794,0.44550097156187396,2.4508719330637123,0.1616410978097775,0.1616410978097775,0.16624746540422927,0.18264057899272992,10.607246597621748
2014-06-06,1.2620558917430154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2620558917430154,19.363426972528686,1.6629240113091464,5.432652634429008,0.833752534595771,4.16418161509646,0.833752534595771,5.194477294771847,3.534968813996157,9.496660330304776,0.833752534595771,0.833752534595771,0.8291714767133767,1.8073739296830549,54.8208472172156,4.3745171357283095,0.3370759886908527,0.5673473655709927,0.16624746540422927,0.835818384903541,0.16624746540422927,0.8055227052281543,0.4650311860038417,2.5033396696952304,0.16624746540422927,0.16624746540422927,0.17082852328662362,0.1926260703169457,10.917096891041409
2014-06-07,1.2551215187114604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2551215187114604,19.25703451663567,1.653787066192063,5.4028028946793984,0.8291714767133767,4.1413014963321935,0.8291714767133767,5.165936210734639,3.5155459084247496,9.444480877940464,0.8291714767133767,0.8291714767133767,0.8246155894786877,1.7974433036957853,54.51963377096716,4.487843964652879,0.34621293380793594,0.5971971053206027,0.17082852328662362,0.8586985036678072,0.17082852328662362,0.8340637892653622,0.48445409157524916,2.5555191220595423,0.17082852328662362,0.17082852328662362,0.1753844105213125,0.20255669630421524,11.225244710321402
2014-06-08,1.2482252466306283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2482252466306283,19.151226634676135,1.6447003240701286,5.3731171644888525,0.8246155894786877,4.118547092506192,0.8246155894786877,5.137551945840492,3.496229722114723,9.392588125863867,0.8246155894786877,0.8246155894786877,0.8200847345914422,1.7875672415875667,54.22007534365415,4.600548118693248,0.35529967592987033,0.6268828355111488,0.1753844105213125,0.8814529074938082,0.1753844105213125,0.8624480541595085,0.5037702778852753,2.6074118741361385,0.1753844105213125,0.1753844105213125,0.17991526540855804,0.21243275841243384,11.531699409715237
2014-06-09,1.2413668661546358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2413668661546358,19.046000114705386,1.6356635091027103,5.343594542705947,0.8200847345914422,4.095917712877037,0.8200847345914422,5.1093236384457645,3.4770196686965105,9.34098049879868,0.8200847345914422,0.8200847345914422,0.8155787745112695,1.7777454435568658,53.92216284176593,4.7126330191399886,0.3643364908972886,0.6564054572940545,0.17991526540855804,0.9040822871229631,0.17991526540855804,0.8906763615542366,0.5229803313034881,2.6590195012013247,0.17991526540855804,0.17991526540855804,0.1844212254887308,0.22225455644313474,11.836470292079442
2014-06-10,1.234546169087852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.234546169087852,18.941351762426784,1.6266763469647834,5.31423413313064,0.8155787745112695,4.073412670498592,0.8155787745112695,5.081250431641117,3.457915165022354,9.289656430123962,0.8155787745112695,0.8155787745112695,0.8110975724535152,1.7679776114494106,53.62588722175623,4.824102068485374,0.3733236530352156,0.6857658668693619,0.1844212254887308,0.9265873295014084,0.1844212254887308,0.9187495683588837,0.5420848349776447,2.7103435698760427,0.1844212254887308,0.1844212254887308,0.18890242754648504,0.23202238855059004,12.13956660915593
2014-06-11,1.2277629483785781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2277629483785781,18.837278401094768,1.6177385648386031,5.285035044487064,0.8110975724535152,4.051031282199149,0.8110975724535152,5.053331473225507,3.438915631148605,9.238614361826578,0.8110975724535152,0.8110975724535152,0.8066409923850892,1.758263448749139,53.33123948976856,4.934958650526663,0.3822614351613957,0.7149649555129368,0.18890242754648504,0.9489687178008512,0.18890242754648504,0.9466685267744942,0.5610843688513939,2.761385638173427,0.18890242754648504,0.18890242754648504,0.19335900761491095,0.24173655125086152,12.440997561852877
2014-06-12,1.2210169981127617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2210169981127617,18.733776871418424,1.6088498914054241,5.255996390396477,0.8066409923850892,4.028772868560693,0.8066409923850892,5.025565915680312,3.420020490318118,9.187852744453904,0.8066409923850892,0.8066409923850892,0.802208899020336,1.7486026605691989,53.03821070136325,5.0452061304688245,0.39115010859457483,0.7440036096035251,0.19335900761491095,0.9712271314393081,0.19335900761491095,0.9744340843196893,0.5799795096818807,2.8121472555461007,0.19335900761491095,0.19335900761491095,0.19779110097966418,0.25139733943080184,12.740772300524013
2014-06-13,1.2143081135077465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2143081135077465,18.630844031465575,1.6000100568372626,5.227117289350343,0.802208899020336,4.006636753898271,0.802208899020336,4.997952916143608,3.4012291689427436,9.137370037066795,0.802208899020336,0.802208899020336,0.7978011578169275,1.7389949536429945,52.74679196124586,5.154847855026688,0.3999899431627365,0.7728827106496595,0.19779110097966418,0.9933632461017294,0.19779110097966418,1.0020470838563942,0.598770831057255,2.86262996293321,0.19779110097966418,0.19779110097966418,0.20219884218307263,0.2610050463570062,13.03889992524641
2014-06-14,1.2076360909060555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2076360909060555,18.528476756567414,1.591218792788706,6.198396864683582,0.7978011578169275,3.9846222662394895,0.7978011578169275,4.970491636384577,3.382541096585915,9.087164707192802,0.7978011578169275,0.7978011578169275,0.7934176349717795,1.7294400363152858,53.45697442299726,5.263887152526541,0.4087812072112929,0.8016031353164197,0.20219884218307263,1.0153777337605112,0.20219884218307263,1.029508363615425,0.6174589034140833,2.9128352928072037,0.20219884218307263,0.20219884218307263,0.20658236502822058,0.27055996368471497,13.335389486096702
2014-06-15,1.2010007277692092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2010007277692092,18.426671939223638,1.5824758323887682,6.164339739053453,0.7934176349717795,3.962728737304108,0.7934176349717795,4.943181242778069,3.363955705945333,9.037235230779654,0.7934176349717795,0.7934176349717795,0.7890581974169896,1.7199376185333337,53.16325478331048,5.372327333007164,0.41752416761123085,0.8356602609465492,0.20658236502822058,1.037271262695893,0.20658236502822058,1.0568187572219336,0.6360442940546652,2.962764769220351,0.20658236502822058,0.20658236502822058,0.21094180258301057,0.28006238146666707,13.635744488920347
2014-06-16,1.1944018226715762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1944018226715762,18.325426489008123,1.573780910232786,7.130469740487225,0.7890581974169896,3.9409555024837553,0.7890581974169896,4.916020906279289,3.3454724328357432,8.987580092148995,0.7890581974169896,0.7890581974169896,0.7847227128157974,1.7104874118380957,53.871148987797774,5.480171688320311,0.42621908976721307,0.869530259512777,0.21094180258301057,1.0590444975162454,0.21094180258301057,1.0839790937207143,0.654527567164255,3.0124199078510085,0.21094180258301057,0.21094180258301057,0.21527728718420283,0.28951258816190517,13.934449189530673
